- Dominio: PRODUCTO_NATURAL_HOMEOPATICO | Categoria: FITOTERAPIA | Subcategoria: RELAJANTES Y SEDANTES
- Dominio: MEDICAMENTO_ALOPATICO | Categoria: R05 - PREPARADOS PARA LA TOS Y EL RESFRIADO | Subcategoria: [R05F] ANTITUSIVOS Y EXPECTORANTES, COMBINACIONES
- Dominio: MEDICAMENTO_ALOPATICO | Categoria: R05 - PREPARADOS PARA LA TOS Y EL RESFRIADO | Subcategoria: [R05X] OTRAS PREPARACIONES PARA EL RESFRIADO
- Dominio: MEDICAMENTO_ALOPATICO | Categoria: R06 - ANTIHISTAMÍNICOS PARA USO SISTÉMICO | Subcategoria: [R06A] ANTIHISTAMÍNICOS PARA USO SISTÉMICO
- Dominio: MEDICAMENTO_ALOPATICO | Categoria: R07 - OTROS PRODUCTOS PARA EL SISTEMA RESPIRATORIO | Subcategoria: [R07A] OTROS PRODUCTOS PARA EL SISTEMA RESPIRATORIO
- Dominio: MEDICAMENTO_ALOPATICO | Categoria: S01 - OFTALMOLÓGICOS | Subcategoria: [S01A] ANTIINFECCIOSOS
- Dominio: MEDICAMENTO_ALOPATICO | Categoria: S01 - OFTALMOLÓGICOS | Subcategoria: [S01B] AGENTES ANTIINFLAMATORIOS
- Dominio: MEDICAMENTO_ALOPATICO | Categoria: S01 - OFTALMOLÓGICOS | Subcategoria: [S01C] AGENTES ANTIINFLAMATORIOS Y ANTIINFECCIOSOS EN COMBINACIÓN
- Dominio: MEDICAMENTO_ALOPATICO | Categoria: S01 - OFTALMOLÓGICOS | Subcategoria: [S01E] PREPARADOS ANTIGLAUCOMA Y MIÓTICOS
- Dominio: MEDICAMENTO_ALOPATICO | Categoria: S01 - OFTALMOLÓGICOS | Subcategoria: [S01F] MIDRIÁTICOS Y CICLOPLÉJICOS
- Dominio: MEDICAMENTO_ALOPATICO | Categoria: S01 - OFTALMOLÓGICOS | Subcategoria: [S01G] DESCONGESTIONANTES Y ANTIALÉRGICOS
- Dominio: MEDICAMENTO_ALOPATICO | Categoria: S01 - OFTALMOLÓGICOS | Subcategoria: [S01H] ANESTÉSICOS LOCALES
- Dominio: MEDICAMENTO_ALOPATICO | Categoria: S01 - OFTALMOLÓGICOS | Subcategoria: [S01J] AGENTES DIAGNÓSTICOS
- Dominio: MEDICAMENTO_ALOPATICO | Categoria: S01 - OFTALMOLÓGICOS | Subcategoria: [S01K] AYUDAS QUIRÚRGICAS
- Dominio: MEDICAMENTO_ALOPATICO | Categoria: S01 - OFTALMOLÓGICOS | Subcategoria: [S01L] AGENTES PARA TRASTORNOS VASCULARES OCULARES
- Dominio: MEDICAMENTO_ALOPATICO | Categoria: S01 - OFTALMOLÓGICOS | Subcategoria: [S01X] OTROS OFTALMOLÓGICOS
- Dominio: MEDICAMENTO_ALOPATICO | Categoria: S02 - OTOLÓGICOS | Subcategoria: [S02A] ANTIINFECCIOSOS
- Dominio: MEDICAMENTO_ALOPATICO | Categoria: S02 - OTOLÓGICOS | Subcategoria: [S02B] CORTICOSTEROIDES
- Dominio: MEDICAMENTO_ALOPATICO | Categoria: S02 - OTOLÓGICOS | Subcategoria: [S02C] CORTICOSTEROIDES Y ANTIINFECCIOSOS EN COMBINACIÓN
- Dominio: MEDICAMENTO_ALOPATICO | Categoria: S02 - OTOLÓGICOS | Subcategoria: [S02D] OTROS OTOLÓGICOS
- Dominio: MEDICAMENTO_ALOPATICO | Categoria: S03 - PREPARADOS OFTALMOLÓGICOS Y OTOLÓGICOS | Subcategoria: [S03A] ANTIINFECCIOSOS
- Dominio: MEDICAMENTO_ALOPATICO | Categoria: S03 - PREPARADOS OFTALMOLÓGICOS Y OTOLÓGICOS | Subcategoria: [S03B] CORTICOSTEROIDES
- Dominio: MEDICAMENTO_ALOPATICO | Categoria: S03 - PREPARADOS OFTALMOLÓGICOS Y OTOLÓGICOS | Subcategoria: [S03C] CORTICOSTEROIDES Y ANTIINFECCIOSOS EN COMBINACIÓN
- Dominio: MEDICAMENTO_ALOPATICO | Categoria: S03 - PREPARADOS OFTALMOLÓGICOS Y OTOLÓGICOS | Subcategoria: [S03D] OTRAS PREPARACIONES OFTALMOLÓGICAS Y OTOLÓGICAS
- Dominio: MEDICAMENTO_ALOPATICO | Categoria: V01 - ALÉRGENOS | Subcategoria: [V01A] ALÉRGENOS
- Dominio: MEDICAMENTO_ALOPATICO | Categoria: V03 - TODOS LOS DEMÁS PRODUCTOS TERAPÉUTICOS | Subcategoria: [V03A] TODOS LOS DEMÁS PRODUCTOS TERAPÉUTICOS
- Dominio: MEDICAMENTO_ALOPATICO | Categoria: V04 - AGENTES DIAGNÓSTICOS | Subcategoria: [V04B] PRUEBAS DE ORINA
- Dominio: MEDICAMENTO_ALOPATICO | Categoria: V04 - AGENTES DIAGNÓSTICOS | Subcategoria: [V04C] OTROS AGENTES DIAGNÓSTICOS
- Dominio: MEDICAMENTO_ALOPATICO | Categoria: V06 - NUTRIENTES GENERALES | Subcategoria: [V06A] FORMULACIONES DIETÉTICAS PARA EL TRATAMIENTO DE LA OBESIDAD
- Dominio: MEDICAMENTO_ALOPATICO | Categoria: V06 - NUTRIENTES GENERALES | Subcategoria: [V06B] SUPLEMENTOS PROTEICOS
- Dominio: MEDICAMENTO_ALOPATICO | Categoria: V06 - NUTRIENTES GENERALES | Subcategoria: [V06C] FÓRMULAS INFANTILES
- Dominio: MEDICAMENTO_ALOPATICO | Categoria: V06 - NUTRIENTES GENERALES | Subcategoria: [V06D] OTROS NUTRIENTES
- Dominio: MEDICAMENTO_ALOPATICO | Categoria: V07 - TODOS LOS DEMÁS PRODUCTOS NO TERAPÉUTICOS | Subcategoria: [V07A] TODOS LOS DEMÁS PRODUCTOS NO TERAPÉUTICOS
- Dominio: MEDICAMENTO_ALOPATICO | Categoria: V08 - MEDIOS DE CONTRASTE | Subcategoria: [V08A] MEDIOS DE CONTRASTE PARA RAYOS X, YODADOS
- Dominio: MEDICAMENTO_ALOPATICO | Categoria: V08 - MEDIOS DE CONTRASTE | Subcategoria: [V08B] MEDIOS DE CONTRASTE PARA RAYOS X, NO YODADOS
- Dominio: MEDICAMENTO_ALOPATICO | Categoria: V08 - MEDIOS DE CONTRASTE | Subcategoria: [V08C] MEDIOS DE CONTRASTE PARA IMAGEN POR RESONANCIA MAGNÉTICA
- Dominio: MEDICAMENTO_ALOPATICO | Categoria: V08 - MEDIOS DE CONTRASTE | Subcategoria: [V08D] MEDIOS DE CONTRASTE PARA ULTRASONIDOS
- Dominio: MEDICAMENTO_ALOPATICO | Categoria: V09 - RADIOFÁRMACOS DE DIAGNÓSTICO | Subcategoria: [V09A] SISTEMA NERVIOSO CENTRAL
- Dominio: MEDICAMENTO_ALOPATICO | Categoria: V09 - RADIOFÁRMACOS DE DIAGNÓSTICO | Subcategoria: [V09B] ESQUELETO
- Dominio: MEDICAMENTO_ALOPATICO | Categoria: V09 - RADIOFÁRMACOS DE DIAGNÓSTICO | Subcategoria: [V09C] SISTEMA RENAL
- Dominio: MEDICAMENTO_ALOPATICO | Categoria: V09 - RADIOFÁRMACOS DE DIAGNÓSTICO | Subcategoria: [V09D] SISTEMA HEPÁTICO Y RETÍCULO ENDOTELIAL
- Dominio: MEDICAMENTO_ALOPATICO | Categoria: V09 - RADIOFÁRMACOS DE DIAGNÓSTICO | Subcategoria: [V09E] SISTEMA RESPIRATORIO
- Dominio: MEDICAMENTO_ALOPATICO | Categoria: V09 - RADIOFÁRMACOS DE DIAGNÓSTICO | Subcategoria: [V09F] TIROIDES
- Dominio: MEDICAMENTO_ALOPATICO | Categoria: V09 - RADIOFÁRMACOS DE DIAGNÓSTICO | Subcategoria: [V09G] SISTEMA CARDIOVASCULAR
- Dominio: MEDICAMENTO_ALOPATICO | Categoria: V09 - RADIOFÁRMACOS DE DIAGNÓSTICO | Subcategoria: [V09H] DETECCIÓN DE INFLAMACIÓN E INFECCIÓN
- Dominio: MEDICAMENTO_ALOPATICO | Categoria: V09 - RADIOFÁRMACOS DE DIAGNÓSTICO | Subcategoria: [V09I] DETECCIÓN DE TUMORES
- Dominio: MEDICAMENTO_ALOPATICO | Categoria: V09 - RADIOFÁRMACOS DE DIAGNÓSTICO | Subcategoria: [V09X] OTROS RADIOFÁRMACOS DIAGNÓSTICOS
- Dominio: MEDICAMENTO_ALOPATICO | Categoria: V10 - RADIOFÁRMACOS TERAPÉUTICOS | Subcategoria: [V10A] AGENTES ANTIINFLAMATORIOS
- Dominio: MEDICAMENTO_ALOPATICO | Categoria: V10 - RADIOFÁRMACOS TERAPÉUTICOS | Subcategoria: [V10B] PALIACIÓN DEL DOLOR (AGENTES BUSCADORES DE HUESO)
- Dominio: MEDICAMENTO_ALOPATICO | Categoria: V10 - RADIOFÁRMACOS TERAPÉUTICOS | Subcategoria: [V10X] OTROS RADIOFÁRMACOS TERAPÉUTICOS
- Dominio: MEDICAMENTO_ALOPATICO | Categoria: B03 - PREPARADOS ANTIANÉMICOS | Subcategoria: [B03AD] Ácido fólico y hierro
- Dominio: MEDICAMENTO_ALOPATICO | Categoria: B03 - PREPARADOS ANTIANÉMICOS | Subcategoria: B03AD - Ácido fólico y hierro
- Dominio: MEDICAMENTO_ALOPATICO | Categoria: R05 - PREPARADOS PARA LA TOS Y EL RESFRIADO | Subcategoria: R05X - OTRAS PREPARACIONES PARA EL RESFRIADO
